"","AirPtCd","mean_error","TrueValGreater","longitude","latitude","city","AbsError","SquaredErrorAvg","dists","latDists","season","measure"
"179","KLWS",-1.28059701492537,FALSE,-117.033,46.4,"Lewiston",1.28059701492537,20.0567164179104,2446.78098712962,-0.000408900000003598,"spring","min"
"180","KMDW",-0.101626016260163,FALSE,-87.6167,41.8333,"Chicago",0.101626016260163,26.8739837398374,5094.91498753921,-0.0448135999999977,"spring","min"
"181","KMEM",-0.585365853658537,FALSE,-90.05,35.15,"Memphis",0.585365853658537,23.1382113821138,106.331049738634,0.000465699999999458,"spring","min"
"182","KMHT",-0.66260162601626,FALSE,-71.5,43,"Manchester",0.66260162601626,39.1829268292683,3718.35752814,0.00436030000000187,"spring","min"
"183","KMIA",-0.642276422764228,FALSE,-80.2,25.7667,"Miami",0.642276422764228,7.83739837398374,993.779899555213,0.00502020000000059,"spring","min"
"184","KMKC",-0.481632653061224,FALSE,-94.5833,39.1,"Kansas City",0.481632653061224,40.1469387755102,410.576024691062,0.000273499999998705,"spring","min"
"185","KMKE",-1.0650406504065,FALSE,-87.9167,43.0333,"Milwaukee",1.0650406504065,25.2926829268293,1040.14848769965,-0.00560250000000195,"spring","min"
"186","KMLF",0.176954732510288,TRUE,-112.083,38.7667,"Richfield",0.176954732510288,43.6995884773663,647.259049175017,-0.00576730000000225,"spring","min"
"187","KMPV",-3.20731707317073,FALSE,-72.5333,44.25,"Montpelier",3.20731707317073,74.1260162601626,3542.12266104622,-0.0100593000000018,"spring","min"
"188","KMSP",-0.813008130081301,FALSE,-93.2333,44.9833,"Minneapolis",0.813008130081301,26.3983739837398,2575.9894720597,0.00554699999999997,"spring","min"
"189","KMXF",-1.54878048780488,FALSE,-86.3,32.35,"Montgomery",1.54878048780488,25.3048780487805,1863.58303500952,-0.0168052000000003,"spring","min"
"190","KNEW",-1.3130081300813,FALSE,-90.0667,29.95,"New Orleans",1.3130081300813,17.3536585365854,481.210543212123,-0.00106579999999923,"spring","min"
"191","KNIP",2.85772357723577,TRUE,-81.6667,30.3667,"Jacksonville",2.85772357723577,26.3130081300813,3971.13768996489,0.0345162000000023,"spring","min"
"192","KNYC",-0.147540983606557,FALSE,-73.9667,40.7833,"New York",0.147540983606557,33.344262295082,8505.08799071132,0.0705247,"spring","min"
"193","KOFP",-2.51219512195122,FALSE,-77.4833,37.55,"Richmond",2.51219512195122,58.3414634146341,4300.76701872547,0.00927539999999993,"spring","min"
"194","KOLS",-0.109756097560976,FALSE,-110.933,31.35,"Nogales",0.109756097560976,19.8008130081301,1073.54273830622,0.00962250000000253,"spring","min"
"195","KOSU",-2.33877551020408,FALSE,-83.0167,40,"Columbus",2.33877551020408,54.0122448979592,4574.13682601858,0.0388244999999969,"spring","min"
"196","KP68",-5.28048780487805,FALSE,-117.067,39.4833,"Austin",5.28048780487805,57.4674796747967,1029.41063264993,-0.00927010000000195,"spring","min"
"197","KPHL",-0.597560975609756,FALSE,-75.1667,39.95,"Philadelphia",0.597560975609756,40.3130081300813,313.487670211171,-0.00258389999999764,"spring","min"
"198","KPHX",2.96747967479675,TRUE,-112.067,33.4833,"Phoenix",2.96747967479675,22.7642276422764,3928.24985379999,0.034922899999998,"spring","min"
"199","KPIR",-3.64634146341463,FALSE,-100.35,44.3667,"Pierre",3.64634146341463,48.1829268292683,299.248060483079,-8.76000000005206e-05,"spring","min"
"200","KPVD",-1.30894308943089,FALSE,-71.4,41.8333,"Providence",1.30894308943089,41.3252032520325,1485.33776895833,0.00931090000000268,"spring","min"
"201","KPVU",-1.68979591836735,FALSE,-111.6608,40.2444,"Provo",1.68979591836735,25.7061224489796,1187.91108120391,0.0105561999999964,"spring","min"
"202","KPWM",-2.17479674796748,FALSE,-70.25,43.6667,"Portland",2.17479674796748,41.3373983739837,1007.79630723222,0.00760069999999757,"spring","min"
"203","KRDU",-0.878048780487805,FALSE,-78.65,35.7667,"Raleigh",0.878048780487805,42.6747967479675,1785.47951589642,-0.0128897000000023,"spring","min"
"204","KRNO",-0.300813008130081,FALSE,-119.817,39.5,"Reno",0.300813008130081,18.1869918699187,3301.47148929249,-0.0296329000000028,"spring","min"
"205","KROA",-0.926829268292683,FALSE,-79.95,37.2833,"Roanoke",0.926829268292683,40.3821138211382,1565.43474506134,0.0123295999999939,"spring","min"
"206","KSAC",-1.26829268292683,FALSE,-121.5,38.5833,"Sacramento",1.26829268292683,13.0243902439024,524.33298167312,0.00172810000000112,"spring","min"
"207","KSAF",-2.16326530612245,FALSE,-105.95,35.6833,"Santa Fe",2.16326530612245,27.5918367346939,1177.31721917576,-0.00367519999999644,"spring","min"
"208","KSAN",1.4203821656051,TRUE,-117.15,32.72,"San Diego",1.4203821656051,8.40127388535032,1141.54798179202,0.0042619999999971,"spring","min"
"209","KSDF",-0.0894308943089431,FALSE,-85.7667,38.25,"Louisville",0.0894308943089431,38.0487804878049,779.904730399294,-0.00266469999999686,"spring","min"
"210","KSFO",-0.0934959349593496,FALSE,-122.433,37.7833,"San Francisco",0.0934959349593496,6.46747967479675,1515.03038392059,0.00837049999999806,"spring","min"
"211","KSGF",-1.29674796747967,FALSE,-93.2833,37.2167,"Springfield",1.29674796747967,34.7357723577236,1173.21920940027,0.0077428000000026,"spring","min"
"212","KSGU",0.737179487179487,TRUE,-113.5781,37.0953,"St. George",0.737179487179487,19.2115384615385,871.586666669498,-0.00122779999999523,"spring","min"
"213","KSKF",-1.80894308943089,FALSE,-98.55,29.3833,"San Antonio",1.80894308943089,30.9634146341463,7099.94580249087,-0.040821900000001,"spring","min"
"214","KSLC",-1.17142857142857,FALSE,-111.9,40.7667,"Salt Lake City",1.17142857142857,24.8938775510204,1001.84611400644,0.00592069999999723,"spring","min"
"215","KSMN",0.0934959349593496,TRUE,-113.9,45.1833,"Salmon",0.0934959349593496,27.4349593495935,898.318492974142,0.00754530000000386,"spring","min"
"216","KSPI",-1.51626016260163,FALSE,-89.6333,39.8,"Springfield",1.51626016260163,38.4268292682927,2490.26101897557,0.0182786999999962,"spring","min"
"217","KSVN",-1.3739837398374,FALSE,-81.0833,32.0833,"Savannah",1.3739837398374,30.5365853658537,792.196843724882,0.00240110000000016,"spring","min"
"218","KSYR",-3.15447154471545,FALSE,-76.1333,43.0333,"Syracuse",3.15447154471545,70.2032520325203,2009.01028669697,-0.0148221000000035,"spring","min"
"219","KTAD",-1.30487804878049,FALSE,-104.5,37.1667,"Trinidad",1.30487804878049,29.7520325203252,310.399453870146,-0.00276320000000396,"spring","min"
"220","KTIK",-1.4390243902439,FALSE,-97.4667,35.4333,"Oklahoma City",1.4390243902439,30.7886178861789,5901.65411337577,-0.0342601999999985,"spring","min"
"221","KTPA",1.48373983739837,TRUE,-82.45,27.95,"Tampa",1.48373983739837,13.8170731707317,709.194316816021,-0.000575000000001324,"spring","min"
"222","KTYS",-0.569105691056911,FALSE,-83.9333,35.95,"Knoxville",0.569105691056911,41.5691056910569,1636.29206327496,-0.0106383999999977,"spring","min"
"223","KVGT",-2.0609756097561,FALSE,-115.2,36.1667,"Las Vegas",2.0609756097561,18.5975609756098,5425.5663552171,-0.00324119999999795,"spring","min"
"224","KVUO",-2.1260162601626,FALSE,-122.683,45.5167,"Portland",2.1260162601626,24.8252032520325,1961.2514565623,0.00446920000000262,"spring","min"
"225","PAMR",-0.390946502057613,FALSE,-149.9,61.2167,"Anchorage",0.390946502057613,15.3621399176955,151.794039872972,-0.00135559999999657,"spring","min"
"226","PHNL",1.16326530612245,TRUE,-157.8167,21.3,"Honolulu",1.16326530612245,10.2571428571429,4387.7153853052,-0.0069443999999983,"spring","min"
"227","KAAO",-1.51898734177215,FALSE,-97.2833,37.7167,"Wichita",1.51898734177215,11.746835443038,5266.59775470213,0.0295239000000009,"summer","max"
"228","KACY",3.35093167701863,TRUE,-74.4167,39.3667,"Atlantic City",3.35093167701863,26.1149068322981,599.93741711374,0.00241660000000365,"summer","max"
"229","KAGC",-0.757763975155279,FALSE,-79.95,40.45,"Pittsburgh",0.757763975155279,8.42236024844721,4029.64340864347,0.00937520000000092,"summer","max"
"230","KALB",-0.161490683229814,FALSE,-73.75,42.6667,"Albany",0.161490683229814,7.18012422360248,1649.72808632176,0.0141206999999994,"summer","max"
"231","KAMA",0.164596273291925,TRUE,-101.833,35.1833,"Amarillo",0.164596273291925,10.2453416149068,4296.02258861715,-0.0386971000000003,"summer","max"
"232","KANJ",2.01552795031056,TRUE,-84.35,46.5,"Sault Ste Marie",2.01552795031056,14.7422360248447,314.657236354513,0.00228849999999881,"summer","max"
"233","KART",0.093167701863354,TRUE,-75.9167,43.9667,"Watertown",0.093167701863354,7.50310559006211,1016.97731047178,-0.00808379999999431,"summer","max"
"234","KATL",0.31055900621118,TRUE,-84.3833,33.75,"Atlanta",0.31055900621118,4.6832298136646,447.929088641602,0.00100460000000169,"summer","max"
"235","KAVP",1.58074534161491,TRUE,-75.65,41.4,"Scranton",1.58074534161491,10.3012422360248,1438.56222593147,-0.00896900000000045,"summer","max"
"236","KBAD",-1.02180685358255,FALSE,-93.7,32.4667,"Shreveport",1.02180685358255,9.4392523364486,8015.98116626834,-0.0584515999999979,"summer","max"
"237","KBFI",1.86915887850467,TRUE,-122.333,47.6167,"Seattle",1.86915887850467,14.0373831775701,1168.45307858863,0.0104905000000031,"summer","max"
"238","KBFM",-0.391304347826087,FALSE,-88.05,30.7,"Mobile",0.391304347826087,5.21739130434783,1096.30931383149,0.00463429999999931,"summer","max"
"239","KBGR",0.658385093167702,TRUE,-68.7833,44.8,"Bangor",0.658385093167702,11.7515527950311,971.980275400585,-0.00161280000000374,"summer","max"
"240","KBHB",4.8380062305296,TRUE,-66.99,44.91,"Eastport",4.8380062305296,40.7757009345794,423.341956190268,0.00380939999999441,"summer","max"
"241","KBHM",-0.118012422360248,FALSE,-86.8333,33.5,"Birmingham",0.118012422360248,6.01863354037267,3666.84605322906,-0.0206608000000017,"summer","max"
"242","KBIS",0.739811912225705,TRUE,-100.783,46.8,"Bismarck",0.739811912225705,11.1347962382445,927.383720680298,-0.00832680000000607,"summer","max"
"243","KBJC",-1.91304347826087,FALSE,-105,39.75,"Denver",1.91304347826087,18.2298136645963,1458.28600805381,0.010764199999997,"summer","max"
"244","KBKE",0.210031347962382,TRUE,-117.833,44.7833,"Baker",0.210031347962382,6.77429467084639,942.66482812831,0.0084251999999978,"summer","max"
"245","KBKL",-0.841614906832298,FALSE,-81.6167,41.4667,"Cleveland",0.841614906832298,9.89751552795031,7429.27350910697,-0.0326199999999943,"summer","max"
"246","KBNA",0.444099378881988,TRUE,-86.7833,36.1667,"Nashville",0.444099378881988,7.38198757763975,473.218266086402,0.0040362000000016,"summer","max"
"247","KBOI",1.33850931677019,TRUE,-116.217,43.6,"Boise",1.33850931677019,7.38819875776398,2046.98702276433,-0.0150185999999977,"summer","max"
"248","KBOS",-0.419254658385093,FALSE,-71.0833,42.35,"Boston",0.419254658385093,11.8291925465839,2302.64039268545,-0.0100824999999958,"summer","max"
"249","KBUF",0.686335403726708,TRUE,-78.8333,42.9167,"Buffalo",0.686335403726708,7.75465838509317,4984.35369330153,0.0302531999999971,"summer","max"
"250","KCEF",-0.854037267080745,FALSE,-72.5667,42.1,"Springfield",0.854037267080745,8.35093167701863,1918.82539625987,-0.00148310000000151,"summer","max"
"251","KCHS",2.59937888198758,TRUE,-79.9333,32.7833,"Charleston",2.59937888198758,13.1708074534161,785.680512228102,0.00682510000000036,"summer","max"
"252","KCLT",0.944099378881988,TRUE,-80.8333,35.2333,"Charlotte",0.944099378881988,6.73291925465838,1129.31623220478,0.00621309999999653,"summer","max"
"253","KCNM",0.246875,TRUE,-104.25,32.4333,"Carlsbad",0.246875,10.390625,2433.55595894299,0.012626400000002,"summer","max"
"254","KCPS",0.208722741433022,TRUE,-90.2,38.5833,"St Louis",0.208722741433022,10.6573208722741,4851.60288326603,-0.043702500000002,"summer","max"
"255","KCQT",0.0527950310559006,TRUE,-118.25,34.05,"Los Angeles",0.0527950310559006,11.9534161490683,633.5512296199,-0.00223420000000374,"summer","max"
"256","KCRW",-0.267080745341615,FALSE,-81.6333,38.35,"Charleston",0.267080745341615,7.86335403726708,62.4455941830239,0.000180499999999029,"summer","max"
"257","KCUB",0.127725856697819,TRUE,-81.0333,34,"Columbia",0.127725856697819,5.37383177570093,160.5717154289,-0.000710400000002664,"summer","max"
"258","KCYS",1.45171339563863,TRUE,-104.867,41.15,"Cheyenne",1.45171339563863,15.1775700934579,4079.66056097447,0.0100185999999951,"summer","max"
"259","KDAL",-0.0496894409937888,FALSE,-96.7667,32.7667,"Dallas",0.0496894409937888,8.73291925465839,3045.32997407414,-0.00996419999999887,"summer","max"
"260","KDBQ",-1.74534161490683,FALSE,-90.6667,42.5167,"Dubuque",1.74534161490683,12.7639751552795,1801.58221870476,0.0161416999999986,"summer","max"
"261","KDET",-0.124223602484472,FALSE,-83.05,42.3333,"Detroit",0.124223602484472,7.53416149068323,407.137304742402,0.00187300000000334,"summer","max"
"262","KDLH",1.32919254658385,TRUE,-92.0833,46.8167,"Duluth",1.32919254658385,17.1987577639752,3586.65909741129,0.0300280999999956,"summer","max"
"263","KDMH",0.173913043478261,TRUE,-76.6333,39.3,"Baltimore",0.173913043478261,7.67701863354037,2110.92800438856,0.00961519999999894,"summer","max"
"264","KDOV",-1.68633540372671,FALSE,-75.5267,39.1619,"Dover",1.68633540372671,9.3944099378882,460.738822568871,0.0037319999999994,"summer","max"
"265","KDSM",0.0527950310559006,TRUE,-93.6167,41.5833,"Des Moines",0.0527950310559006,11.2391304347826,2017.23556537982,-0.0172448000000003,"summer","max"
"266","KEED",0.791925465838509,TRUE,-114.6,34.8333,"Needles",0.791925465838509,7.25155279503106,2086.08365091884,-0.014759699999999,"summer","max"
"267","KELP",0.468944099378882,TRUE,-106.483,31.7667,"El Paso",0.468944099378882,7.56211180124224,567.964708034671,0.00482219999999955,"summer","max"
"268","KEUG",1.27950310559006,TRUE,-123.083,44.05,"Eugene",1.27950310559006,12.9875776397516,378.601308770283,-0.00206909999999993,"summer","max"
"269","KEYE",-0.170807453416149,FALSE,-86.1667,39.7667,"Indianapolis",0.170807453416149,7.51242236024845,763.400582576301,-0.00170299999999912,"summer","max"
"270","KEYW",0.0062111801242236,TRUE,-81.8,24.55,"Key West",0.0062111801242236,2.34782608695652,2103.57919721721,-0.00505929999999921,"summer","max"
"271","KFAR",0.517133956386293,TRUE,-96.8,46.8667,"Fargo",0.517133956386293,11.0218068535826,1401.16185528042,-0.0104862999999966,"summer","max"
"272","KFAT",0.260869565217391,TRUE,-119.8,36.7333,"Fresno",0.260869565217391,7.07453416149068,1253.6693977173,-0.00449809999999928,"summer","max"
"273","KFLG",0.510903426791277,TRUE,-111.683,35.2167,"Flagstaff",0.510903426791277,6.62305295950156,3536.31790056298,0.0184163999999996,"summer","max"
"274","KFSD",-0.149068322981366,FALSE,-96.7333,43.55,"Sioux Falls",0.149068322981366,10.304347826087,626.1057743288,0.0054040999999998,"summer","max"
"275","KGCK",-0.850467289719626,FALSE,-100.883,37.9667,"Garden City",0.850467289719626,9.6417445482866,1063.93336829822,-0.00498979999999705,"summer","max"
"276","KGEG",-1.61180124223602,FALSE,-117.433,47.6667,"Spokane",1.61180124223602,8.27018633540373,1023.79228456751,0.00791979999999626,"summer","max"
"277","KGJT",-0.543478260869565,FALSE,-108.55,39.0833,"Grand Junction",0.543478260869565,10.0031055900621,2157.73270809197,0.0194295000000011,"summer","max"
"278","KGRR",0.31055900621118,TRUE,-85.6667,42.9667,"Grand Rapids",0.31055900621118,9.00621118012422,387.91371903789,0.00334010000000262,"summer","max"
"279","KHKS",-0.565217391304348,FALSE,-90.2,32.3333,"Jackson",0.565217391304348,6.41614906832298,4088.87190569354,0.0345427000000029,"summer","max"
"280","KHLN",3.91925465838509,TRUE,-112.033,46.5833,"Helena",3.91925465838509,25.1552795031056,800.73374060081,-0.005845199999996,"summer","max"
"281","KHOT",0.599378881987578,TRUE,-93.05,34.5167,"Hot Springs",0.599378881987578,12.388198757764,1518.47889364846,0.0129996000000006,"summer","max"
"282","KHQM",-0.0559006211180124,FALSE,-123.9,46.9833,"Hoquiam",0.0559006211180124,13.7701863354037,853.309367122011,0.00237529999999708,"summer","max"
"283","KHVN",-1.83850931677019,FALSE,-72.9167,41.3167,"New Haven",1.83850931677019,11.6149068322981,1323.88716866813,0.00842600000000004,"summer","max"
"284","KHVR",1.27639751552795,TRUE,-109.717,48.55,"Harve",1.27639751552795,11.9037267080745,2429.79861836985,9.99999997475243e-07,"summer","max"
"285","KIDA",2.32298136645963,TRUE,-112.017,43.5,"Idaho Falls",2.32298136645963,16,2087.46524335901,0.00733929999999816,"summer","max"
"286","KILM",0.304347826086957,TRUE,-77.95,34.2333,"Wilmington",0.304347826086957,5.34782608695652,971.337261675213,0.00757449999999693,"summer","max"
"287","KLBF",-0.0248447204968944,FALSE,-100.767,41.1333,"North Platte",0.0248447204968944,13.3229813664596,965.097085765199,-0.00697590000000048,"summer","max"
"288","KLMT",0.5,TRUE,-121.733,42.1667,"Klamath Falls",0.5,5.1583850931677,7609.54332354419,-0.0581670000000045,"summer","max"
"289","KLND",1.29794520547945,TRUE,-108.667,42.8333,"Lander",1.29794520547945,13.1267123287671,5206.03966996804,0.000286000000002673,"summer","max"
"290","KLNK",0.403726708074534,TRUE,-96.6667,40.8333,"Lincoln",0.403726708074534,11.2484472049689,3734.66705744887,0.019683999999998,"summer","max"
"291","KLUK",-0.583850931677019,FALSE,-84.5,39.1333,"Cincinnati",0.583850931677019,7.63975155279503,3508.24894508394,0.0301818000000011,"summer","max"
"292","KLWS",-0.175609756097561,FALSE,-117.033,46.4,"Lewiston",0.175609756097561,8.7609756097561,2446.78098712962,-0.000408900000003598,"summer","max"
"293","KMDW",3.63354037267081,TRUE,-87.6167,41.8333,"Chicago",3.63354037267081,27.4037267080745,5094.91498753921,-0.0448135999999977,"summer","max"
"294","KMEM",0.453416149068323,TRUE,-90.05,35.15,"Memphis",0.453416149068323,6.98757763975155,106.331049738634,0.000465699999999458,"summer","max"
"295","KMHT",0.757763975155279,TRUE,-71.5,43,"Manchester",0.757763975155279,9.53416149068323,3718.35752814,0.00436030000000187,"summer","max"
"296","KMIA",3.5,TRUE,-80.2,25.7667,"Miami",3.5,16.1211180124224,993.779899555213,0.00502020000000059,"summer","max"
"297","KMKC",0.220496894409938,TRUE,-94.5833,39.1,"Kansas City",0.220496894409938,9.3944099378882,410.576024691062,0.000273499999998705,"summer","max"
"298","KMKE",1.3416149068323,TRUE,-87.9167,43.0333,"Milwaukee",1.3416149068323,12.2298136645963,1040.14848769965,-0.00560250000000195,"summer","max"
"299","KMLF",4.2888198757764,TRUE,-112.083,38.7667,"Richfield",4.2888198757764,26.5186335403727,647.259049175017,-0.00576730000000225,"summer","max"
"300","KMPV",-1.43478260869565,FALSE,-72.5333,44.25,"Montpelier",1.43478260869565,9.16149068322981,3542.12266104622,-0.0100593000000018,"summer","max"
"301","KMSP",0.562111801242236,TRUE,-93.2333,44.9833,"Minneapolis",0.562111801242236,8.0527950310559,2575.9894720597,0.00554699999999997,"summer","max"
"302","KMXF",-0.751572327044025,FALSE,-86.3,32.35,"Montgomery",0.751572327044025,5.55031446540881,1863.58303500952,-0.0168052000000003,"summer","max"
"303","KNEW",1.11801242236025,TRUE,-90.0667,29.95,"New Orleans",1.11801242236025,7.68944099378882,481.210543212123,-0.00106579999999923,"summer","max"
"304","KNIP",1.95652173913043,TRUE,-81.6667,30.3667,"Jacksonville",1.95652173913043,11.8260869565217,3971.13768996489,0.0345162000000023,"summer","max"
"305","KNYC",0.077639751552795,TRUE,-73.9667,40.7833,"New York",0.077639751552795,8.59937888198758,8505.08799071132,0.0705247,"summer","max"
"306","KOFP",-1.3416149068323,FALSE,-77.4833,37.55,"Richmond",1.3416149068323,9.85093167701863,4300.76701872547,0.00927539999999993,"summer","max"
"307","KOLS",-1.14906832298137,FALSE,-110.933,31.35,"Nogales",1.14906832298137,7.63354037267081,1073.54273830622,0.00962250000000253,"summer","max"
"308","KOSU",-0.909657320872274,FALSE,-83.0167,40,"Columbus",0.909657320872274,8.18068535825545,4574.13682601858,0.0388244999999969,"summer","max"
"309","KP68",6.94080996884735,TRUE,-117.067,39.4833,"Austin",6.94080996884735,64.3551401869159,1029.41063264993,-0.00927010000000195,"summer","max"
"310","KPHL",-0.130434782608696,FALSE,-75.1667,39.95,"Philadelphia",0.130434782608696,7.70186335403727,313.487670211171,-0.00258389999999764,"summer","max"
"311","KPHX",0.531055900621118,TRUE,-112.067,33.4833,"Phoenix",0.531055900621118,6.10869565217391,3928.24985379999,0.034922899999998,"summer","max"
"312","KPIR",-1.01863354037267,FALSE,-100.35,44.3667,"Pierre",1.01863354037267,10.9068322981366,299.248060483079,-8.76000000005206e-05,"summer","max"
"313","KPVD",0.81055900621118,TRUE,-71.4,41.8333,"Providence",0.81055900621118,8.06521739130435,1485.33776895833,0.00931090000000268,"summer","max"
"314","KPVU",-3.31055900621118,FALSE,-111.6608,40.2444,"Provo",3.31055900621118,21.3291925465839,1187.91108120391,0.0105561999999964,"summer","max"
"315","KPWM",2.04347826086957,TRUE,-70.25,43.6667,"Portland",2.04347826086957,15.8819875776398,1007.79630723222,0.00760069999999757,"summer","max"
"316","KRDU",-0.388198757763975,FALSE,-78.65,35.7667,"Raleigh",0.388198757763975,9.21428571428571,1785.47951589642,-0.0128897000000023,"summer","max"
"317","KRNO",1.8695652173913,TRUE,-119.817,39.5,"Reno",1.8695652173913,10.5776397515528,3301.47148929249,-0.0296329000000028,"summer","max"
"318","KROA",-0.642857142857143,FALSE,-79.95,37.2833,"Roanoke",0.642857142857143,10.2204968944099,1565.43474506134,0.0123295999999939,"summer","max"
"319","KSAC",-1.52336448598131,FALSE,-121.5,38.5833,"Sacramento",1.52336448598131,15.2803738317757,524.33298167312,0.00172810000000112,"summer","max"
"320","KSAF",4.49689440993789,TRUE,-105.95,35.6833,"Santa Fe",4.49689440993789,30.776397515528,1177.31721917576,-0.00367519999999644,"summer","max"
"321","KSAN",1.83760683760684,TRUE,-117.15,32.72,"San Diego",1.83760683760684,14.3504273504274,1141.54798179202,0.0042619999999971,"summer","max"
"322","KSDF",0.850931677018634,TRUE,-85.7667,38.25,"Louisville",0.850931677018634,7.54037267080745,779.904730399294,-0.00266469999999686,"summer","max"
"323","KSFO",6.68633540372671,TRUE,-122.433,37.7833,"San Francisco",6.68633540372671,60.0652173913044,1515.03038392059,0.00837049999999806,"summer","max"
"324","KSGF",0.12111801242236,TRUE,-93.2833,37.2167,"Springfield",0.12111801242236,6.25776397515528,1173.21920940027,0.0077428000000026,"summer","max"
"325","KSGU",-1.01716738197425,FALSE,-113.5781,37.0953,"St. George",1.01716738197425,9.72103004291846,871.586666669498,-0.00122779999999523,"summer","max"
"326","KSKF",-0.583850931677019,FALSE,-98.55,29.3833,"San Antonio",0.583850931677019,6.16149068322981,7099.94580249087,-0.040821900000001,"summer","max"
"327","KSLC",2.23913043478261,TRUE,-111.9,40.7667,"Salt Lake City",2.23913043478261,12.3944099378882,1001.84611400644,0.00592069999999723,"summer","max"
"328","KSMN",-1.05818181818182,FALSE,-113.9,45.1833,"Salmon",1.05818181818182,19.4872727272727,898.318492974142,0.00754530000000386,"summer","max"
"329","KSPI",0.816770186335404,TRUE,-89.6333,39.8,"Springfield",0.816770186335404,8.02173913043478,2490.26101897557,0.0182786999999962,"summer","max"
"330","KSVN",-0.540372670807453,FALSE,-81.0833,32.0833,"Savannah",0.540372670807453,4.96273291925466,792.196843724882,0.00240110000000016,"summer","max"
"331","KSYR",0.372670807453416,TRUE,-76.1333,43.0333,"Syracuse",0.372670807453416,6.99378881987578,2009.01028669697,-0.0148221000000035,"summer","max"
"332","KTAD",2.34364261168385,TRUE,-104.5,37.1667,"Trinidad",2.34364261168385,17.4639175257732,310.399453870146,-0.00276320000000396,"summer","max"
"333","KTIK",-1.5527950310559,FALSE,-97.4667,35.4333,"Oklahoma City",1.5527950310559,11.5527950310559,5901.65411337577,-0.0342601999999985,"summer","max"
"334","KTPA",-0.149068322981366,FALSE,-82.45,27.95,"Tampa",0.149068322981366,4.04347826086957,709.194316816021,-0.000575000000001324,"summer","max"
"335","KTYS",-0.09375,FALSE,-83.9333,35.95,"Knoxville",0.09375,8.175,1636.29206327496,-0.0106383999999977,"summer","max"
"336","KVGT",0.111801242236025,TRUE,-115.2,36.1667,"Las Vegas",0.111801242236025,7.27950310559006,5425.5663552171,-0.00324119999999795,"summer","max"
"337","KVUO",0.543478260869565,TRUE,-122.683,45.5167,"Portland",0.543478260869565,10.5,1961.2514565623,0.00446920000000262,"summer","max"
"338","PAMR",1.503125,TRUE,-149.9,61.2167,"Anchorage",1.503125,13.140625,151.794039872972,-0.00135559999999657,"summer","max"
"339","PHNL",1.20872274143302,TRUE,-157.8167,21.3,"Honolulu",1.20872274143302,7.02803738317757,4387.7153853052,-0.0069443999999983,"summer","max"
"340","KAAO",-1.51582278481013,FALSE,-97.2833,37.7167,"Wichita",1.51582278481013,12.9778481012658,5266.59775470213,0.0295239000000009,"summer","min"
"341","KACY",-2.70496894409938,FALSE,-74.4167,39.3667,"Atlantic City",2.70496894409938,33.0652173913044,599.93741711374,0.00241660000000365,"summer","min"
"342","KAGC",-0.444099378881988,FALSE,-79.95,40.45,"Pittsburgh",0.444099378881988,18.5434782608696,4029.64340864347,0.00937520000000092,"summer","min"
"343","KALB",-0.5,FALSE,-73.75,42.6667,"Albany",0.5,20.9596273291925,1649.72808632176,0.0141206999999994,"summer","min"
"344","KAMA",-0.788819875776398,FALSE,-101.833,35.1833,"Amarillo",0.788819875776398,9.69565217391304,4296.02258861715,-0.0386971000000003,"summer","min"
"345","KANJ",-0.996894409937888,FALSE,-84.35,46.5,"Sault Ste Marie",0.996894409937888,18.1273291925466,314.657236354513,0.00228849999999881,"summer","min"
"346","KART",-3.44409937888199,FALSE,-75.9167,43.9667,"Watertown",3.44409937888199,50.2763975155279,1016.97731047178,-0.00808379999999431,"summer","min"
"347","KATL",-0.220496894409938,FALSE,-84.3833,33.75,"Atlanta",0.220496894409938,5.62422360248447,447.929088641602,0.00100460000000169,"summer","min"
"348","KAVP",-0.102484472049689,FALSE,-75.65,41.4,"Scranton",0.102484472049689,19.1708074534161,1438.56222593147,-0.00896900000000045,"summer","min"
"349","KBAD",-1.55140186915888,FALSE,-93.7,32.4667,"Shreveport",1.55140186915888,8.52959501557632,8015.98116626834,-0.0584515999999979,"summer","min"
"350","KBFI",1.97507788161994,TRUE,-122.333,47.6167,"Seattle",1.97507788161994,14.6355140186916,1168.45307858863,0.0104905000000031,"summer","min"
"351","KBFM",-0.0714285714285714,FALSE,-88.05,30.7,"Mobile",0.0714285714285714,6.95962732919255,1096.30931383149,0.00463429999999931,"summer","min"
"352","KBGR",-1.33229813664596,FALSE,-68.7833,44.8,"Bangor",1.33229813664596,17.4316770186335,971.980275400585,-0.00161280000000374,"summer","min"
"353","KBHB",0.850467289719626,TRUE,-66.99,44.91,"Eastport",0.850467289719626,13.5669781931464,423.341956190268,0.00380939999999441,"summer","min"
"354","KBHM",-0.565217391304348,FALSE,-86.8333,33.5,"Birmingham",0.565217391304348,6.24844720496894,3666.84605322906,-0.0206608000000017,"summer","min"
"355","KBIS",-1.7115987460815,FALSE,-100.783,46.8,"Bismarck",1.7115987460815,22.3699059561129,927.383720680298,-0.00832680000000607,"summer","min"
"356","KBJC",-0.748447204968944,FALSE,-105,39.75,"Denver",0.748447204968944,10.5062111801242,1458.28600805381,0.010764199999997,"summer","min"
"357","KBKE",-5.13479623824451,FALSE,-117.833,44.7833,"Baker",5.13479623824451,48.4952978056426,942.66482812831,0.0084251999999978,"summer","min"
